Benchmark	ID	Patch A	Patch B	Patch C	Type	Message	Path	Expression	SCORE (Patch A)	SCORE (Patch B)	SCORE (Patch C)	Comment	New or changed errors patch A	New or change errors patch B	New or changed errors patch C
libgdx	63	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ffe74908da67a4aebbc66b083ae1af457c77e184"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/7eed90be3f64fd373341b99ade04cab26d6d4dfe"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/5cd96064208fb6e722d4cf20e557da55398b61bc"", ""Github"")"	FIELD_NO_INIT	@NonNull field TextureAtlas$TextureAtlasData$Region.values not initialized	libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/TextureAtlas.java:587	public @Null int[][] values;	3	1	2	It's pretty clear that values is intended to be Nullable. Patch B gets that exactly right. Patch C is on the right track, but doesn't handle every use (thus triggering new errors). Patch A is wrong.	0	0	1
libgdx	83	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/95449f86a9c3bba12ac87f2f445717f04420f481"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/aeee6a9a71acaae1bcb69edf954ecd1e3a5ba706"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/5476d2c29697a9c5b601ff03efb2c55244916088"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'bindPose.keys[j].id' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/graphics/g3d/ModelInstance.java:359	bindPose.keys[j] = getNode(bindPose.keys[j].id);	1	3	3	I'm pretty unsure about this one. I _think_ this is a false positive, but that's mostly because I can't see how this code could ever run otherwise. Patches B and C skip updating the entry if the key's id actually is null, which I think is a mistake: it would be much better to crash in such a case (which the suppression will cause), so that it can be investigated as a bug.	0	1	0
litiengine	118	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/a1f967aaf91b97195f30b34b5755e394598e8552"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/923840b3e8df86921e42cc6069ef83caff708826"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/85559041a141032588b6e11ff69332c816fe3db1"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(entity.getCollisionType()) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:78	this.collisionEntities.get(entity.getCollisionType()).add(entity);	1	3	3	this.collisionEntities always contains entries for these enum values; see the constructor. Patch A suppresses the warning; Patches B and C do not. This warning is very similar to warning 120, and the justification for my decision is the same.			
libgdx	249	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/8d9c2689f08bb8b67cda1895ee58539062fc2771"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/1899812ba9299bb7144b92c6ca0a7d911fa07bf0"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/852e67e8fa4b0764ddd4766ac5dc30a63827bba4"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Cell.java:999	expandX = null;	3	2	3	Context makes it obvious that the field is allowed to hold null. So, Patches A and C (which adjust the assignment to make the RHS nonnull) are wrong. Patch B correctly makes the field null, but I'm not happy with how it handles the triggered errors - I don't see anything at either location that guarantees that expandX/expandY is actually nonnull, so I'd have done a null check at both locations, instead. Also, patch B clearly needs work because it triggers a new error.	0	1	0
jadx	61	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/a3dbff26dc12cf3ebf1e3f64005c418b35472f24"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/c2058a2e5f6d29cb9a1f0d6b79109ba0a8782002"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/a320a70cfb824e453a3b95ae5620058df210e957"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression cond is @Nullable	jadx/jadx-core/src/main/java/jadx/core/dex/regions/conditions/IfCondition.java:121	\t\tMode mode = cond.getMode();	3	2	3	"cond is pretty clearly supposed to be nonnull, so the right fix would be to remove the @Nullable annotation and then fix the call sites. Patch B partially does that, but doesn't actually remove the annotation and makes the method throw an exception, instead, which isn't the right choice (""annotations should reflect normal behavior""). Patch A hides the problem in a silly way (just change the type of the parameter instead!) and doesn't address the call site issue. Patch C just throws an exception, which is equally silly."			
libgdx	252	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/365b41608f49b969f11e26eb3df2c2b40848093e"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/23f9647d02113293dd4e3fec073e027e41a30248"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/7163c753c200b685df18bd0a532eea38f31e5cb7"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Cell.java:81	return (T) actor;	1	1	1	Patches are semantically equivalent and obviously correct from the method's docs.			
litiengine	117	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/f197996532137c9a71104f7c41061aee8eaea6aa"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/7699433d9028edd640332f7adcb277fbc1765378"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/5b173523103efd0a9dc2f3bd5d9622ab922ea37f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(Collision.ANY) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:84	this.collisionEntities.get(Collision.ANY).add(entity);	3	1	3	this.collisionEntities always contains entries for this enum value; see the constructor. Patch B suppresses the warning; Patches A and C do not. This warning is very similar to warnings 118 and 120, and the justification for my decision is the same.			
jadx	98	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/f16d9c0575caaee89f7135ccceb5b4b285b9f4dd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/82a88b2e9fcdc192bfc294b8d89bdf10e3c713dc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/40f41a3d5efea86d0f5870ed2fa7bd11c656ca31"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression d is @Nullable	jadx/jadx-core/src/main/java/jadx/core/utils/BlockUtils.java:1185	\t\t\t\td.set(block.getId());	2	3	3	"map is a local variable, and is initialized with the set of blocks in blockNodes on line 1161. The lookup that gets d also uses a block from blockNodes, so its guaranteed to find an entry. Patch A correctly suppresses the warning, but doesn't put the ""nonnull"" version into a local variable, so it triggers a new warning at the next dereference of d; it should but it in a local variable instead. Patches B and C try to handle the null dereference, and so are wrong. C is worse, but both are so bad I wouldn't consider them. (I also checked that blockNodes never changes during this method.)"	1	0	0
litiengine	29	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/b6690e7cf8300961516cb21471faa022d83d464c"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/e0e3020d8ec3c0a05598b6085f0be2e7df6835fb"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/370c1219001ce8dad8e2a9f16d07d83e6d90a328"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.renderables.get(renderType) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/environment/Environment.java:458	this.renderables.get(renderType).clear();	1	1	3	renderables is an EnumMap for RenderType.class at run time (line 95), so this is a false positive, and should be suppressed as patches A and B do			
litiengine	30	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/e95aae3c1f156c23d63f37ac50401aa1c50cc981"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/228fa58eb2b303fec18fe9a89548a2d30cd8d0dc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/ccbdf82672f3d6f54456c56d33a746900020ebda"", ""Github"")"	DEREFERENCE_NULLABLE	enhanced-for expression this.renderListeners.get(type) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/environment/Environment.java:2571	for (EnvironmentRenderedListener listener : this.renderListeners.get(type)) {	1	3	3	renderListeners is also an EnumMap; scenario is almost identical to patch id 29			
libgdx	183	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/cad4d076e2f6cf81cc0dc32d2f17fc8ccb3738d8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/541829db1df00fd5a3ab77fed962bb187699795f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/13d340606a96efe1e2b83c69c31d3888db9439b6"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression side is @Nullable	libgdx/gdx/src/com/badlogic/gdx/graphics/glutils/FrameBufferCubemap.java:182	side.glEnum,	3	3	2	Correct patch is to remove the @Nullable annotation and instead suppress the callsite on line 169. Patch C correctly recognizes that side shouldn't be null here, but puts the suppression in the wrong place. Patches A and B do not and are therefore wrong.			
litiengine	97	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/722979dc528854ca4a7a3d4bfc0a259b21d70df6"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/7e57b5cde1dc30f2db0121f6274a00839c0c75e9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/ec9ea1cd6c1db9974f358fcdf2ddb61c3ca4f6c3"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	litiengine/src/de/gurkenlabs/litiengine/gui/GuiComponent.java:264	return this.name;	2	3	1	there's nothing to guarantee that setName gets called on every GuiComponent, so making the return nullable makes sense. Patch A just does that and doesn't deal with call sites, which is a good start, but wrong. Patch C does that and does deal with callsites, so it's ok. Patch B is trickier: it makes the getName() method return the empty string when the name is empty. I think this could be ok, but it could also lead to subtle bugs later: if two GuiComponents both didn't have their names set, they might accidentally be considered to have the same name by code like the code in ScreenManager that patch C edits. So, I don't think this change is safe.	3	0	0
litiengine	114	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/3c7c056c4db85715b6ab082f23099d0478e26c74"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/322b1864d2036802db5fadedef648173288e28ec"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/da15c94fb727545e4d751df750992e1fe329ff8b"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	litiengine/src/de/gurkenlabs/litiengine/input/Input.java:50	return gamePadManager;	3	3	3	Line 105 of input initializes gamePadManager iff Game.config().input().isGamepadSupport() is true. That's exactly the condition checked above this return, so the warning is a false positive and the correct thing to do is to suppress it _and_ add an explicit throw along with the SEVERE logging logic (IMO). All the patches aren't even close.	1	26	2
libgdx	445	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ac0621103872ee61e599ab959a1677e62f51f37b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/215c8c48ec068edc29dd52135b54d94e980cd9d8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/a503b0a8a6eadb0c57dcd14e7a4f3fd31c0ddbf2"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	libgdx/gdx/src/com/badlogic/gdx/utils/compression/lzma/Encoder.java:1270	_matchFinder = null;	3	2	3	_matchFinder is clearly supposed to be null, so only Patch B makes any sense. I gave patch B a 2 rather than a 1 because although I can't find anything wrong with it per se, it's pretty extensive and would require careful review. I suspect there's at least one minor mistake in there, but I don't have enough expertise to be sure.			
glide	9	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/282eb711e1aec3f83f15671349be398c49220f5a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/bd6eac2e153241b01c81de24c05aabc1bfc18e72"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/67308f0c494d0ad60f135b6e9c3a7cee5ab5118d"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression modelLoaders is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java:89	return modelLoaderIndex < modelLoaders.size();	3	2	2	A combination of short-circuit evaluation and the loop guard on the while loop around line 52 mean that this method is never called when modelLoaders is null (and the method is private). All three patches are effectively identical, and I marked them as 2s because they're plausibly a good idea from a defensive code perspective. Patch A gets a 3 instead because it makes an unrelated change.			
libgdx	318	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/2b5d1bad2cb19bfbc2f09899c1f28987532c1cf7"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/f8b6dde49bb08b801da9dda2aff3dba77a52177f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ff35e6057ed2969c10bf03a464c4f2b4cc87575f"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'a' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java:985	float minWidth = c.minWidth.get(a),	3	2	3	a can't actually be null here, for the same reasons as in patch id 319. Patches A and C try to handle a null case, and so are completely wrong. Patch B is overly verbose in its suppression.			
wala-util	35	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/98de7bfd2cd33ecd02b298dbe41b5884a36afbd1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/72c11c357fea707cbec61761fdf53cb2d23767b1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/4ac4d907e2864a0403bb3d0497a3b0f8b30b433e"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression v is @Nullable	wala-util/src/main/java/com/ibm/wala/util/intset/BasicNaturalRelation.java:161	v.set(x, y);	1	3	2	Patch A gets this exactly right, avoiding the nullability issue altogether while presesrving semantics. Patch B is totally wrong (v can't be null), while patch C is decent but misses patch A's better approach. I considered giving patch C a 1 also, but I like patch A better.			
libgdx	364	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/3d0f9824b9bcb1f1e613ff4641a082936211a399"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/b61f3a8d5aa89ba2bd2cd44ffa98e4b344fe7b2c"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/43a47dc7785abbf51bcd27536b6d5adbcc299b50"", ""Github"")"	SWITCH_EXPRESSION_NULLABLE	switch expression focusEvent.getType() is @Nullable	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/utils/FocusListener.java:33	switch (focusEvent.getType()) {	1	3	3	the instanceof check above guarantees focusEvent is nonnull, so the suppression in patch A is the best option. This FP from the checker is kind of embarassing though!			
glide	45	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/d859cac480c351f7e47d14f50e3d9efccc320225"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/99ef9a3a45db008a12bf5fdbaa7bccf14fcce25f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/88465e2325bb5c3654c46635baf3047ffc414be4"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression modelLoaders is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java:118	return modelLoaderIndex < modelLoaders.size();	2	2	3	code is almost identical to patch id 9, and the pattern here is the same: patches A and B have ok defensive fixes for what is actually a false positive; patch C has unnecessary other changes			
