Benchmark	ID	Tool A	Tool B	Tool C	Patch A	Patch B	Patch C	Type	Message	Path	Expression	SCORE(Patch A)	SCORE(Patch B)	SCORE(Patch C)	Comment
glide	17	hash_agent_baseline	hash_basic	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/6b48a41b87283033f21a0a473e10d4ef034460e9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/237837945abd68b8c2dc5a12dbc288ac8c823733"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/c4135e7ba30d92f28be15991cb6e0206311a3687"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java:85	    transcodeClass = null;				
libgdx	196	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/a51fb301af5bfc47be3aaea0d901c526db524364"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/6a25e8fbe261701233c1c180a3f78677e46af465"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/a35d007be7c23837ba087b32937d1a2e10f37a81"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	libgdx/gdx/src/com/badlogic/gdx/maps/tiled/TiledMapTileSets.java:52	    return null;				
libgdx	415	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/efbf8d6deb4133b7360769bc485d8f32b713114c"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/9abd99848f7df89064a2766990fc0149d71c30a2"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/6927250e2534744b68eeffc99376bdd55ef4facc"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression p is @Nullable	libgdx/gdx/src/com/badlogic/gdx/utils/PooledLinkedList.java:160	      p.next = null;				
spring-boot	32	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/906183d38ce5fe72d5a1df4c72ff4d75b192c059"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/48bde752a3be925485e367319ec8d513ee080e73"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/079c94dfa094a530856ad5dfd55286cc1ba2db0e"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'annotations' where @NonNull is required	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/JavaBeanBinder.java:98	\t\t\t\tBindable.of(type).withSuppliedValue(value).withAnnotations(annotations));				
zuul	10	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/zuul/commit/b226fbe4ee6ede6aeff81d078d9539c8fb5edf3e"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/zuul/commit/24fc0b05a06d02593620c8dfb9660681a78288c6"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/zuul/commit/e9b6b7236c1e7d3fab3dede8fb0901182c61d4a4"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression zuulFilters is @Nullable	zuul/zuul-core/src/main/java/com/netflix/zuul/netty/server/BaseZuulChannelInitializer.java:374	    final ZuulFilter<T, T>[] filters = new ZuulFilter[zuulFilters.size() + 2];				
wala-util	17	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/2f146e67994fccf02955f63ce5d98f7258b5ad59"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/20786a41814a7b72db0378a4f7ac29885606a756"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/479a4b7cb161317cda48b78897b4bf5f1c5e6fa4"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression succs.get(N) is @Nullable	wala-util/src/main/java/com/ibm/wala/util/graph/GraphSlicer.java:290	            return succs.get(N).iterator();				
libgdx	309	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/9822d1adafa57cdeab6f9cfb0798965fb2f3640b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/b13a7b4ef30815a20f157913b32a1e40afe0befd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ba654d2e9c3f40a10bc8badf8498071913a90ea3"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'a' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java:901	      c.computedPadRight = c.padRight.get(a) + ((column + colspan) == columns ? 0 : spaceRight);				
gson	2	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/6ab8f5ceeec572e434c71717887b50b440b0871a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/bcd611b99641ffe341c228a879bb12ec360a0128"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/20532a6c8c82f93f1435307475e47c89c39057b3"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression longAdapter.read(in) is @Nullable	gson/gson/src/main/java/com/google/gson/Gson.java:455	          long value = longAdapter.read(in).longValue();				
libgdx	322	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/03f35e4f6bfe68d330fba7b965ca244c75031457"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/55a7077a5363fad3c0cd623b4a619dcef8d9ec37"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/64a23e73143780a7a799d87eba6ab1074d2d75b3"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'a' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java:1091	      float prefWidth = c.prefWidth.get(a), prefHeight = c.prefHeight.get(a);				
libgdx	355	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/90bee9d53ae5ed744ac177ec0f0c135ad7e560b3"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/b8bf7f3342730d943755ecc7ff1467ea070545f8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/b9273f00e2c59d70d612426918c3a119bda45427"", ""Github"")"	METHOD_NO_INIT	initializer method does not guarantee @NonNull field columnSizes (line 47) is initialized along all control-flow paths (remember to check for exceptions or early returns).	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/VerticalGroup.java:52	  public VerticalGroup() {				
libgdx	191	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/2700994e6a7109ad4f2c48e24d01da11a1ff3ea3"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/06093e69f9025b6a8333f8184e46435319ea1fa4"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/be2bce3ac9011ec02041ef98c88cde8f73b59b23"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression textureRegion is @Nullable	libgdx/gdx/src/com/badlogic/gdx/maps/tiled/BaseTmxMapLoader.java:404	"          float objectWidth = element.getFloatAttribute(""width"", textureRegion.getRegionWidth());"				
libgdx	113	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/20cf048d27bc006beda3898e49a1d4c5c4fd692e"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/91a13a7ce33cf662c0912cf2a1bf72766e92370b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/c006221293f05c8c97e532c4ccb496dfe99bae50"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	libgdx/gdx/src/com/badlogic/gdx/graphics/g3d/particles/ResourceData.java:127	      this.filename = filename;				
litiengine	120	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/451cc4ffda2ca71beb1e3c78e536e120c741f914"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/3d4dc2df0b464a81362993716e5fc1d91129d6ee"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/bcd3fe5ed91f3ebfec98643a8ab631993a5a59f4"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.collisionBoxes.get(type) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:121	      this.collisionBoxes.get(type).clear();				
eureka	4	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/022d7cbc208d8857214f367d47cd4de56b97aa85"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/07a4d567fa5f0eed2b3c735079cc18228bda0052"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/6b2cbb3a8ce323d57f301ba05186284555aa5b4a"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression resourceRecordSetWithHostedZone is @Nullable	eureka/eureka-core/src/main/java/com/netflix/eureka/aws/Route53Binder.java:276	      resourceRecordSetWithHostedZone				
jadx	9	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/b9ad7294b89bf02a5ce731d9d7023b454cd8d0ee"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/8944e11046b673290a55b5b30acf68bd5e11e218"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/67ef5155e3a5aa341c836d79d017bef57a070f1b"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression condition is @Nullable	jadx/jadx-core/src/main/java/jadx/core/codegen/ConditionGen.java:56	\t\tswitch (condition.getMode()) {				
libgdx	437	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/f329d12aa4ca415376e9eacd6083969c82b593d6"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/9cad0137920c9d0dfcf74e62b6ce1a7b2eeb4efe"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/cc485340cb7e66fc50fdfc7c86cd5eb6971eba3a"", ""Github"")"	FIELD_NO_INIT	@NonNull field _hash not initialized	libgdx/gdx/src/com/badlogic/gdx/utils/compression/lz/BinTree.java:12	  int[] _hash;				
libgdx	63	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ffe74908da67a4aebbc66b083ae1af457c77e184"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/7eed90be3f64fd373341b99ade04cab26d6d4dfe"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/5cd96064208fb6e722d4cf20e557da55398b61bc"", ""Github"")"	FIELD_NO_INIT	@NonNull field TextureAtlas$TextureAtlasData$Region.values not initialized	libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/TextureAtlas.java:587	      public @Null int[][] values;				
libgdx	83	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/95449f86a9c3bba12ac87f2f445717f04420f481"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/aeee6a9a71acaae1bcb69edf954ecd1e3a5ba706"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/5476d2c29697a9c5b601ff03efb2c55244916088"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'bindPose.keys[j].id' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/graphics/g3d/ModelInstance.java:359	          bindPose.keys[j] = getNode(bindPose.keys[j].id);				
litiengine	118	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/a1f967aaf91b97195f30b34b5755e394598e8552"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/923840b3e8df86921e42cc6069ef83caff708826"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/85559041a141032588b6e11ff69332c816fe3db1"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(entity.getCollisionType()) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:78	        this.collisionEntities.get(entity.getCollisionType()).add(entity);				
libgdx	249	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/8d9c2689f08bb8b67cda1895ee58539062fc2771"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/1899812ba9299bb7144b92c6ca0a7d911fa07bf0"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/852e67e8fa4b0764ddd4766ac5dc30a63827bba4"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Cell.java:999	    expandX = null;				
jadx	61	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/a3dbff26dc12cf3ebf1e3f64005c418b35472f24"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/c2058a2e5f6d29cb9a1f0d6b79109ba0a8782002"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/a320a70cfb824e453a3b95ae5620058df210e957"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression cond is @Nullable	jadx/jadx-core/src/main/java/jadx/core/dex/regions/conditions/IfCondition.java:121	\t\tMode mode = cond.getMode();				
libgdx	252	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/365b41608f49b969f11e26eb3df2c2b40848093e"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/23f9647d02113293dd4e3fec073e027e41a30248"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/7163c753c200b685df18bd0a532eea38f31e5cb7"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Cell.java:81	    return (T) actor;				
litiengine	117	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/f197996532137c9a71104f7c41061aee8eaea6aa"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/7699433d9028edd640332f7adcb277fbc1765378"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/5b173523103efd0a9dc2f3bd5d9622ab922ea37f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.collisionEntities.get(Collision.ANY) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/physics/PhysicsEngine.java:84	    this.collisionEntities.get(Collision.ANY).add(entity);				
jadx	98	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/f16d9c0575caaee89f7135ccceb5b4b285b9f4dd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/82a88b2e9fcdc192bfc294b8d89bdf10e3c713dc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/40f41a3d5efea86d0f5870ed2fa7bd11c656ca31"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression d is @Nullable	jadx/jadx-core/src/main/java/jadx/core/utils/BlockUtils.java:1185	\t\t\t\td.set(block.getId());				
litiengine	29	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/b6690e7cf8300961516cb21471faa022d83d464c"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/e0e3020d8ec3c0a05598b6085f0be2e7df6835fb"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/370c1219001ce8dad8e2a9f16d07d83e6d90a328"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.renderables.get(renderType) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/environment/Environment.java:458	      this.renderables.get(renderType).clear();				
litiengine	30	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/e95aae3c1f156c23d63f37ac50401aa1c50cc981"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/228fa58eb2b303fec18fe9a89548a2d30cd8d0dc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/ccbdf82672f3d6f54456c56d33a746900020ebda"", ""Github"")"	DEREFERENCE_NULLABLE	enhanced-for expression this.renderListeners.get(type) is @Nullable	litiengine/src/de/gurkenlabs/litiengine/environment/Environment.java:2571	    for (EnvironmentRenderedListener listener : this.renderListeners.get(type)) {				
libgdx	183	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/cad4d076e2f6cf81cc0dc32d2f17fc8ccb3738d8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/541829db1df00fd5a3ab77fed962bb187699795f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/13d340606a96efe1e2b83c69c31d3888db9439b6"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression side is @Nullable	libgdx/gdx/src/com/badlogic/gdx/graphics/glutils/FrameBufferCubemap.java:182	        side.glEnum,				
litiengine	97	hash_agent_baseline	hash_basic	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/722979dc528854ca4a7a3d4bfc0a259b21d70df6"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/7e57b5cde1dc30f2db0121f6274a00839c0c75e9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/ec9ea1cd6c1db9974f358fcdf2ddb61c3ca4f6c3"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	litiengine/src/de/gurkenlabs/litiengine/gui/GuiComponent.java:264	    return this.name;				
litiengine	114	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/3c7c056c4db85715b6ab082f23099d0478e26c74"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/322b1864d2036802db5fadedef648173288e28ec"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/litiengine/commit/da15c94fb727545e4d751df750992e1fe329ff8b"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	litiengine/src/de/gurkenlabs/litiengine/input/Input.java:50	    return gamePadManager;				
libgdx	445	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ac0621103872ee61e599ab959a1677e62f51f37b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/215c8c48ec068edc29dd52135b54d94e980cd9d8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/a503b0a8a6eadb0c57dcd14e7a4f3fd31c0ddbf2"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	libgdx/gdx/src/com/badlogic/gdx/utils/compression/lzma/Encoder.java:1270	      _matchFinder = null;				
glide	9	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/282eb711e1aec3f83f15671349be398c49220f5a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/bd6eac2e153241b01c81de24c05aabc1bfc18e72"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/67308f0c494d0ad60f135b6e9c3a7cee5ab5118d"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression modelLoaders is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/DataCacheGenerator.java:89	    return modelLoaderIndex < modelLoaders.size();				
libgdx	318	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/2b5d1bad2cb19bfbc2f09899c1f28987532c1cf7"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/f8b6dde49bb08b801da9dda2aff3dba77a52177f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/ff35e6057ed2969c10bf03a464c4f2b4cc87575f"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'a' where @NonNull is required	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/ui/Table.java:985	      float minWidth = c.minWidth.get(a),				
wala-util	35	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/98de7bfd2cd33ecd02b298dbe41b5884a36afbd1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/72c11c357fea707cbec61761fdf53cb2d23767b1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/4ac4d907e2864a0403bb3d0497a3b0f8b30b433e"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression v is @Nullable	wala-util/src/main/java/com/ibm/wala/util/intset/BasicNaturalRelation.java:161	          v.set(x, y);				
libgdx	364	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/3d0f9824b9bcb1f1e613ff4641a082936211a399"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/b61f3a8d5aa89ba2bd2cd44ffa98e4b344fe7b2c"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/libgdx/commit/43a47dc7785abbf51bcd27536b6d5adbcc299b50"", ""Github"")"	SWITCH_EXPRESSION_NULLABLE	switch expression focusEvent.getType() is @Nullable	libgdx/gdx/src/com/badlogic/gdx/scenes/scene2d/utils/FocusListener.java:33	    switch (focusEvent.getType()) {				
glide	45	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/d859cac480c351f7e47d14f50e3d9efccc320225"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/99ef9a3a45db008a12bf5fdbaa7bccf14fcce25f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/88465e2325bb5c3654c46635baf3047ffc414be4"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression modelLoaders is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/ResourceCacheGenerator.java:118	    return modelLoaderIndex < modelLoaders.size();				
