Benchmark	ID	Tool A	Tool B	Tool C	Patch A	Patch B	Patch C	Type	Message	Path	Expression	SCORE(Patch A)	SCORE(Patch B)	SCORE(Patch C)	Comment
spring-boot	35	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/feb994c01c0e46fa97895f10fecd73f871910c2a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/c9fb567366d70f2aeda20375eee171e1dfd39e5f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/f0208b1ddeb658ed9500f572ce8a9a99b41a3e2c"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression type1 is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/properties/source/ConfigurationPropertyName.java:334	\t\tint result = Boolean.compare(type2.isIndexed(), type1.isIndexed());				
glide	71	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/da903d73680531320b4d49a7a0f23cc3e3e1cc67"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/9ff3a2a022ee166f1a0e0aa040df5379b4591bd1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/3c086e2a5bc5bad314f3e68a4f98954ce8b82155"", ""Github"")"	UNBOX_NULLABLE	unboxing of a @Nullable value - options.get(FIX_BITMAP_SIZE_TO_REQUESTED_DIMENSIONS)	glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/Downsampler.java:285	    boolean fixBitmapToRequestedDimensions = options.get(FIX_BITMAP_SIZE_TO_REQUESTED_DIMENSIONS);				
spring-boot	62	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/bdecfb0938b5efc27d0ea32544daa90d304a06a9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/69477317ea1ad6277da534fe2f74abd9f3db6f96"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/df24083c3e74c0bfa05088b60099e04f6e28008a"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.connectTimeout is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/client/RestTemplateBuilder.java:781	\t\t\tint timeout = Math.toIntExact(this.connectTimeout.toMillis());				
glide	24	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/9e4e38b03b9a628b5823fb1a65d9cc93297bae30"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/0ec56991f4e4d193579e55f405f9a9a6d6d62e26"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/45d76c23f2c70035ee34aaf009008a4366620ffa"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression priority is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeJob.java:210	    return priority.ordinal();				
mockito	35	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/3ccd409c3f0936792129ee07b0f83952773940aa"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/c2fab7207cfab49bf16e396da9924b63cb8306dd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/c52708e0ea136b8053769594d3482736d9d4565f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression warningsCollector is @Nullable	mockito/src/main/java/org/mockito/runners/ConsoleSpammingMockitoJUnitRunner.java:55	            logger.log(warningsCollector.getWarnings());				
wala-util	12	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/bc042894f10af42f0dd37d72313c37bc763243bc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/276fa1d2d2efcec1c76d81c4123db62def2a71c9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/41a3ed57943deec19b8b831f181a6d9c4a9a9f15"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression inner is @Nullable	wala-util/src/main/java/com/ibm/wala/util/collections/TwoLevelVector.java:139	        T result = inner.next();				
retrofit	4	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/4e5ce2541757f6b5d5650f00e8dd5dfb732fbe57"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/ba0100f3a0e6d696e1bafe70ada34c969fe3cec1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/087fe7e37c12c36e3a5565e58e282de10bfe44f8"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression formBuilder is @Nullable	retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java:210	      formBuilder.addEncoded(name, value);				
jadx	103	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/bb7cb9246223f92be4e676bba400c552ca706d62"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/1f48aafcd0e2f0a8296a7b9020d9cfc6521c59ed"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/3dbd08846e2ebf6c6e45ad5ca5aae71d28081ad7"", ""Github"")"	FIELD_NO_INIT	@NonNull static field execTimes not initialized	jadx/jadx-core/src/main/java/jadx/core/utils/DebugUtils.java:249	\tprivate static Map<String, Long> execTimes;				
wala-util	44	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/d7299a31bce91f16982f71b33fb7011fab1e6baf"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/26eceddf7db75eae24f1f5b5b03c967ca3c547dd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/49ba3bdaf95eff2a273ee0d00a857c4e82955e45"", ""Github"")"	FIELD_NO_INIT	@NonNull static field defaultLongSetFactory not initialized	wala-util/src/main/java/com/ibm/wala/util/intset/LongSetUtil.java:22	  private static MutableLongSetFactory defaultLongSetFactory;				
glide	68	hash_agent_baseline	hash_basic	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/e2c492eb15a01717dc69b6dc58cd0168c66d7d53"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/eb571bf16e67c9fb4aadf2f3d6aecf4c28d92243"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/3515efe1106e4403f96a661cd4345e02c77f8419"", ""Github"")"	RETURN_NULLABLE	returning @Nullable expression from method with @NonNull return type	glide/library/src/main/java/com/bumptech/glide/load/resource/bitmap/BitmapTransformation.java:90	    return result;				
jadx	15	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/f44bfde3274af0f9ba8a864561981f2d268ba0c3"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/88f58be3faf899e2ce2fd3c6cc9edaf4850bf9d4"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/30f47f807b0822857f3dba1f0c5b027893994c12"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression jsonCls.getMethods() is @Nullable	jadx/jadx-core/src/main/java/jadx/core/codegen/json/JsonMappingGen.java:86	\t\t\tjsonCls.getMethods().add(jsonMethod);				
gson	7	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/cc10ffa33a45617fece612a4e673f90334e7d441"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/1271d176c21a80ed76365599b61d2867a2fcb3b1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/a2f49f11a2c1891e517761aa8ade073cfe5bf77f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression created is @Nullable	gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java:103	    V result = created.value;				
glide	61	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/fb9ed38cbeb04beb2f75ccd472ec3a92bfa3ff65"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/6cb8995844122ee9c115c0c6ba1238000d89e26f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/6858c45edc36485c3ac0ce903a8557628c213b9b"", ""Github"")"	UNBOX_NULLABLE	unboxing of a @Nullable value - countForResult	glide/library/src/main/java/com/bumptech/glide/load/engine/prefill/PreFillQueue.java:27	    if (countForResult == 1) {				
spring-boot	12	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/c6b10f54cb488e5c25b5d14f99a57d6ccb5feedd"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/29ccbdc46fe9c6d3a8952c351121b1720b684dd2"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/64879b06fcf1cccac50a2019fdade606e4975d2f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression of(values[i]) is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataLocation.java:123	\t\t\tresult[i] = of(values[i]).withOrigin(getOrigin());				
wala-util	45	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/b09fcdf0d3ef794ef69c0c225a152e2627fb62bc"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/ceb07941ccfd584b27102363e53ec030810423c5"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/ffff58dee9f57e87091ea80f6b84f19d7ae8c343"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression set is @Nullable	wala-util/src/main/java/com/ibm/wala/util/intset/MutableSharedBitVectorIntSet.java:652	        if (!set.isEmpty()) {				
eureka	17	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/941a79c0c3f6ba69ef2f7063122fe31a42f49f01"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/60797713272c08685726a09fe4fbd62b1c21dc17"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/1f722ead06bf1366c8eaace5c1123910328f64c9"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.applications.get() is @Nullable	eureka/eureka-core/src/main/java/com/netflix/eureka/registry/RemoteRegionRegistry.java:523	    return this.applications.get().getRegisteredApplications(appName);				
jadx	67	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/ec316e166200279f213d05e7e63e34d5e0de633d"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/b8cad2209ae197b7ab35cd763f23c173a27f8aa9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/512e400aab4ab827ee1d09bdd7accff40ad58156"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression preCondition is @Nullable	jadx/jadx-core/src/main/java/jadx/core/dex/regions/loops/LoopRegion.java:80	\t\tList<InsnNode> insns = preCondition.getInstructions();				
jadx	104	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/18f34ecf97288735ce87fb6bd8b92f8cdc769c1f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/d3db58a156ae60444a7e100ba0c2ceb64cabbb24"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/ca659d35aabbe7609ad7b47c92a845f956df799a"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression path.toAbsolutePath().getParent() is @Nullable	jadx/jadx-core/src/main/java/jadx/core/utils/files/FileUtils.java:81	\t\t\tmakeDirs(path.toAbsolutePath().getParent().toFile());				
retrofit	6	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/6a559e234f0924bbd4a655f13a10edc1301d0050"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/342720f54d0f56e66f078dbef75109b5ad9e06c9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/e34fd7eee8bf29cd4f1d02125326ade74d5c044e"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression multipartBuilder is @Nullable	retrofit/retrofit/src/main/java/retrofit2/RequestBuilder.java:218	    multipartBuilder.addPart(headers, body);				
spring-boot	69	hash_agent_baseline	hash_basic	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/f9eac87715a5d8ffa6717207eb7321ec4727a2b2"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/82859b210bf4e8478eba38356db8d621f5610f5d"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/b317e650eff85afcb7ec825b193e3ee0e5dec30e"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression CloseableHttpHandlerFactory.this.closeable is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/embedded/undertow/UndertowWebServer.java:395	\t\t\t\t\tCloseableHttpHandlerFactory.this.closeable.close();				
eureka	24	hash_agent_baseline	hash_advanced	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/2e66a43ee3c0046f4dd26df8c4009482e77f2ce7"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/8798e0858f5d6c82ec6083d738699a2dc5c455ea"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/eureka/commit/7d21f5e7a33a7191846ef8de68f1ec9264a0f28d"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression nextHolder is @Nullable	eureka/eureka-core/src/main/java/com/netflix/eureka/util/batcher/AcceptorExecutor.java:363	      long delay = System.currentTimeMillis() - nextHolder.getSubmitTimestamp();				
conductor	8	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/6166ad010bbc7a2a5e84cde5d0e7be325ffb5382"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/509cc6ed2a0d382a9feaeee1a75776adeee69974"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/e6cf1a8b5438caa43fcc245547db89911ee4949f"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression joinOn is @Nullable	conductor/core/src/main/java/com/netflix/conductor/core/execution/tasks/ExclusiveJoin.java:53	                    joinOn.stream()				
wala-util	32	hash_advanced	hash_basic	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/0bc9e74df23293c3d402e29ceaabf0b1da865812"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/9a955fc9ec0ba51d99f55afaccd8659589d9ffca"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/wala-util/commit/44c91ac88e850d188ac213c4a85b4b08b53ca0c3"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression d is @Nullable	wala-util/src/main/java/com/ibm/wala/util/heapTrace/HeapTracer.java:667	        if (d.getTotalSize() > 10000) {				
spring-boot	59	hash_basic	hash_advanced	hash_agent_baseline	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/44593f35a470c7e9df038160770f49e92500a58a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/22a6ae965bc2f8893b938219bb371a7172226bc8"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/5a861e3aaa5e4fd0a95edfc0666fdd91fe579376"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression address() is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServer.java:68	"\t\tlogger.info(""Netty RSocket started on port(s): "" + address().getPort());"				
conductor	6	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/0b62097828663b4825d8d816d21bc3f49252518e"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/8c0e72002d1fd98f0f17a8eeb1b60e9f8c4c249f"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/conductor/commit/9a57d7b5f5563c0491fc77b35d4e225b68a432dc"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression sinkValue is @Nullable	conductor/core/src/main/java/com/netflix/conductor/core/execution/tasks/Event.java:134	"        if (sinkValue.startsWith(""conductor"")) {"				
gson	28	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/f1f516d7956eb57bb46a3b5178b43b73cf438f07"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/261a9266ec9b0e1da8abcd184150e5939aac7a05"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/f7947b74a9cc418f6347b5ca97a646ce27f318b7"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression JsonReaderInternalAccess.INSTANCE is @Nullable	gson/gson/src/main/java/com/google/gson/internal/bind/MapTypeAdapterFactory.java:201	          JsonReaderInternalAccess.INSTANCE.promoteNameToValue(in);				
glide	36	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/86bf4f37c8db52bee4f918e14c447142ce0c6db5"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/9921b0ce48b795ab64491cf884726f4a3b492449"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/5978f48e072df1247f2b83c183c50ce34b02c8fb"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression listPool is @Nullable	glide/library/src/main/java/com/bumptech/glide/load/engine/DecodePath.java:69	    List<Throwable> exceptions = Preconditions.checkNotNull(listPool.acquire());				
gson	2	hash_agent_baseline	hash_basic	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/20532a6c8c82f93f1435307475e47c89c39057b3"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/6ab8f5ceeec572e434c71717887b50b440b0871a"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/gson/commit/bcd611b99641ffe341c228a879bb12ec360a0128"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression longAdapter.read(in) is @Nullable	gson/gson/src/main/java/com/google/gson/Gson.java:455	          long value = longAdapter.read(in).longValue();				
glide	4	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/438329fb83e4f74904fd07210ef6f4beacfd1aca"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/1051b10a18bc057ad5f61fbf54dcf02142ccb4ee"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/946ebe0030cad99bc39119fc50cbadfd541d1e41"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression previous is @Nullable	glide/library/src/main/java/com/bumptech/glide/RequestBuilder.java:851	        previous.begin();				
mockito	36	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/b67d2792a64d6730fd92ec58537cc45ef30b42e1"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/9eaa98ea4ac6570e5fc5f301155b1fd8155b86d3"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/mockito/commit/74620a32dfbc5d69df51b1393122fc704d27b9cd"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression warningsCollector is @Nullable	mockito/src/main/java/org/mockito/runners/VerboseMockitoJUnitRunner.java:56	            String warnings = warningsCollector.getWarnings();				
spring-boot	64	hash_advanced	hash_agent_baseline	hash_basic	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/8f9fd7aced88aa6f669bf6fbd554984f1d745cd5"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/52e3ae19ce8f77967d84755ee22633abb373719b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/cb0c36e32fbf70cefa8a7d39c285e2b2c177198c"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression this.shutdownThread is @Nullable	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/embedded/netty/GracefulShutdown.java:82	\t\t\tthis.shutdownThread.interrupt();				
jadx	99	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/e5b95466c794afb73b6fc3c035c16583ce9e35e4"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/e76fba95654b757cd576fbea5b3e6e4dfe875cf7"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/jadx/commit/ed68615c08ab79e5971481110b221567b61b88fb"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression exitBitSet is @Nullable	jadx/jadx-core/src/main/java/jadx/core/utils/BlockUtils.java:1163	\t\texitBitSet.clear();				
spring-boot	75	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/0b6df0f04bc7cba00b136217dade6d3c35c708ab"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/e49f34719946995bf6f5cb12ec3099f225d40a18"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/spring-boot/commit/1e4b0bf50ad53af91a40dc4d57a39ee02a65f4e6"", ""Github"")"	PASS_NULLABLE	passing @Nullable parameter 'parameters' where @NonNull is required	spring-boot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/PrivateKeyParser.java:103	\t\t\talgorithmIdentifier.objectIdentifier(parameters);				
glide	16	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/6bce4790eac624f99853c52c2b459aa549403adf"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/4aa8f484f940c5d15f1bee1bad3cadcdd56beee9"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/glide/commit/369468384a89d28757738ee7adef1739a67be79e"", ""Github"")"	ASSIGN_FIELD_NULLABLE	assigning @Nullable expression to @NonNull field	glide/library/src/main/java/com/bumptech/glide/load/engine/DecodeHelper.java:84	    resourceClass = null;				
retrofit	2	hash_basic	hash_agent_baseline	hash_advanced	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/45c8c48997e24e5f20002f2c593b526a8fe5fd8b"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/bbe126e1f05730dedf4ead03e6846eecd21c8eef"", ""Github"")"	"=HYPERLINK(""https://github.com/Pascal-Joos/retrofit/commit/a64984a8f36b8f9016fa68231db0f98e2cc5c031"", ""Github"")"	DEREFERENCE_NULLABLE	dereferenced expression call is @Nullable	retrofit/retrofit/src/main/java/retrofit2/OkHttpCall.java:143	      call.cancel();				
